obserwacja_id,sklep_id,produkt_id,tydzien,kategoria,typ_sklepu,promocja,nowy_produkt,sprzedaz_rzeczywista,prognoza_bazowa,prognoza_alternatywna,blad_bazowy,blad_alternatywny,abs_blad_bazowy,abs_blad_alternatywny
606,1136,2081,39,slodycze,maly,0,0,8,15,10,7,2,7,2
636,1118,2070,20,slodycze,maly,0,0,24,15,15,-9,-9,9,9
680,1130,2031,26,chemia,dyskont,0,0,46,50,55,4,9,4,9
572,1002,2073,30,napoje,sredni,0,1,34,30,45,-4,11,4,11
49,1131,2040,32,slodycze,duzy,0,0,46,60,50,14,4,14,4
744,1109,2023,46,nabial,duzy,0,0,60,50,70,-10,10,10,10
417,1090,2048,20,slodycze,maly,0,0,12,5,25,-7,13,7,13
394,1083,2077,14,slodycze,sredni,0,0,31,60,40,29,9,29,9
203,1041,2069,14,slodycze,duzy,1,0,64,35,70,-29,6,29,6
732,1025,2041,28,napoje,dyskont,1,0,82,140,115,58,33,58,33
564,1127,2028,52,slodycze,duzy,0,0,45,60,55,15,10,15,10
118,1081,2042,10,przekaski,duzy,0,0,95,105,80,10,-15,10,15
447,1110,2048,9,slodycze,maly,1,0,40,25,25,-15,-15,15,15
317,1031,2060,20,napoje,maly,0,0,17,15,25,-2,8,2,8
71,1102,2039,45,slodycze,duzy,0,0,39,25,40,-14,1,14,1
320,1090,2069,31,slodycze,sredni,0,0,37,30,15,-7,-22,7,22
379,1027,2049,43,slodycze,sredni,1,0,24,60,40,36,16,36,16
21,1121,2065,34,slodycze,maly,0,1,6,15,10,9,4,9,4
470,1026,2078,17,nabial,duzy,1,0,192,135,55,-57,-137,57,137
210,1136,2016,22,nabial,maly,1,0,29,40,35,11,6,11,6
267,1079,2040,37,napoje,maly,0,1,0,20,55,20,55,20,55
576,1062,2003,11,przekaski,dyskont,0,0,69,65,70,-4,1,4,1
98,1110,2070,31,slodycze,sredni,0,0,12,45,30,33,18,33,18
90,1021,2059,43,napoje,duzy,0,1,41,45,60,4,19,4,19
172,1131,2062,32,napoje,sredni,0,0,27,50,50,23,23,23,23
471,1045,2007,38,przekaski,maly,0,0,12,25,15,13,3,13,3
474,1132,2016,26,napoje,sredni,1,0,52,20,65,-32,13,32,13
273,1096,2041,10,napoje,maly,0,0,31,40,35,9,4,9,4
329,1017,2068,1,nabial,dyskont,0,0,68,55,110,-13,42,13,42
621,1122,2018,50,napoje,dyskont,0,0,137,135,110,-2,-27,2,27
33,1110,2065,52,slodycze,sredni,0,0,16,55,20,39,4,39,4
637,1108,2076,24,chemia,maly,1,0,32,15,20,-17,-12,17,12
503,1004,2086,44,przekaski,sredni,0,0,21,20,35,-1,14,1,14
183,1099,2037,22,chemia,maly,1,0,42,25,20,-17,-22,17,22
769,1095,2062,2,nabial,maly,1,0,38,25,30,-13,-8,13,8
99,1119,2080,5,przekaski,maly,0,0,13,10,20,-3,7,3,7
509,1117,2072,6,chemia,sredni,0,0,41,15,20,-26,-21,26,21
23,1062,2018,2,przekaski,duzy,0,0,93,60,60,-33,-33,33,33
605,1039,2004,20,przekaski,sredni,1,0,58,30,40,-28,-18,28,18
39,1104,2068,32,przekaski,duzy,0,0,36,50,30,14,-6,14,6
645,1107,2054,45,przekaski,maly,0,0,33,10,15,-23,-18,23,18
96,1063,2052,1,napoje,duzy,0,0,153,75,85,-78,-68,78,68
354,1038,2076,11,przekaski,maly,0,0,30,10,20,-20,-10,20,10
548,1139,2015,1,slodycze,maly,0,1,15,5,20,-10,5,10,5
265,1009,2073,47,slodycze,maly,0,0,15,5,15,-10,0,10,0
340,1067,2017,32,napoje,sredni,0,0,35,20,50,-15,15,15,15
420,1056,2050,7,napoje,dyskont,0,0,96,120,140,24,44,24,44
86,1090,2080,23,przekaski,duzy,0,0,41,65,50,24,9,24,9
370,1035,2006,16,nabial,maly,0,0,22,35,20,13,-2,13,2
727,1053,2035,26,nabial,maly,0,0,15,15,20,0,5,0,5
270,1047,2088,6,napoje,dyskont,0,0,143,140,105,-3,-38,3,38
419,1002,2068,9,slodycze,sredni,0,0,51,45,30,-6,-21,6,21
402,1014,2081,17,przekaski,maly,0,0,0,10,35,10,35,10,35
734,1131,2041,15,przekaski,maly,0,0,20,20,20,0,0,0,0
230,1031,2021,4,nabial,dyskont,0,0,50,75,65,25,15,25,15
34,1053,2040,39,nabial,sredni,0,0,0,55,80,55,80,55,80
790,1052,2074,51,napoje,dyskont,0,0,101,125,105,24,4,24,4
708,1134,2037,33,slodycze,maly,1,0,19,35,15,16,-4,16,4
433,1076,2012,41,napoje,maly,1,1,33,20,25,-13,-8,13,8
216,1080,2048,26,napoje,duzy,1,0,0,155,480,155,480,155,480
862,1013,2077,42,napoje,sredni,0,0,89,30,25,-59,-64,59,64
365,1062,2078,30,nabial,duzy,0,0,65,65,50,0,-15,0,15
360,1068,2002,42,slodycze,dyskont,1,0,82,0,70,-82,-12,82,12
271,1043,2068,7,napoje,maly,1,0,38,40,55,2,17,2,17
848,1041,2019,9,chemia,dyskont,1,0,61,25,105,-36,44,36,44
70,1104,2007,10,nabial,duzy,0,0,77,90,55,13,-22,13,22
602,1085,2019,30,przekaski,maly,0,1,8,5,5,-3,-3,3,3
515,1008,2047,26,nabial,sredni,0,0,44,30,35,-14,-9,14,9
20,1137,2030,27,napoje,maly,1,0,59,35,30,-24,-29,24,29
580,1088,2081,52,napoje,dyskont,0,0,162,75,70,-87,-92,87,92
501,1114,2042,21,nabial,sredni,0,0,39,30,40,-9,1,9,1
189,1128,2022,3,slodycze,maly,1,0,34,25,40,-9,6,9,6
113,1088,2033,33,przekaski,maly,0,0,11,0,10,-11,-1,11,1
308,1091,2045,2,napoje,dyskont,0,0,68,65,65,-3,-3,3,3
479,1075,2072,12,przekaski,sredni,0,0,22,25,30,3,8,3,8
253,1012,2053,38,napoje,duzy,0,0,380,110,40,-270,-340,270,340
335,1004,2072,23,nabial,duzy,1,0,176,110,75,-66,-101,66,101
880,1007,2004,31,przekaski,sredni,0,0,18,65,25,47,7,47,7
44,1085,2059,12,slodycze,dyskont,0,0,36,100,80,64,44,64,44
868,1088,2081,21,przekaski,duzy,0,0,19,20,65,1,46,1,46
67,1013,2030,4,napoje,maly,0,0,0,20,90,20,90,20,90
162,1115,2043,45,napoje,duzy,0,0,87,75,30,-12,-57,12,57
725,1039,2074,46,nabial,duzy,0,0,38,50,55,12,17,12,17
844,1127,2069,50,przekaski,maly,1,0,54,30,20,-24,-34,24,34
677,1061,2037,29,nabial,maly,0,0,34,15,10,-19,-24,19,24
830,1014,2060,18,nabial,duzy,0,0,115,115,70,0,-45,0,45
789,1031,2058,28,slodycze,sredni,0,0,20,35,30,15,10,15,10
707,1115,2079,5,nabial,sredni,1,0,67,45,60,-22,-7,22,7
801,1132,2054,31,nabial,duzy,0,1,27,40,50,13,23,13,23
392,1123,2072,52,slodycze,dyskont,0,0,87,55,105,-32,18,32,18
527,1089,2024,39,przekaski,sredni,0,0,26,25,30,-1,4,1,4
764,1047,2016,52,slodycze,dyskont,0,0,110,45,75,-65,-35,65,35
140,1038,2033,22,napoje,sredni,0,0,50,50,40,0,-10,0,10
76,1106,2067,45,napoje,duzy,0,1,36,45,75,9,39,9,39
80,1041,2038,6,slodycze,sredni,0,0,74,25,25,-49,-49,49,49
535,1066,2086,10,przekaski,sredni,0,0,29,45,40,16,11,16,11
59,1097,2014,49,nabial,dyskont,0,0,87,50,85,-37,-2,37,2
614,1084,2057,21,przekaski,maly,1,1,19,15,30,-4,11,4,11
366,1030,2073,5,przekaski,duzy,0,0,26,75,50,49,24,49,24
289,1016,2084,3,napoje,maly,1,0,0,45,80,45,80,45,80
878,1127,2054,12,napoje,dyskont,0,1,47,55,60,8,13,8,13
74,1044,2064,10,nabial,duzy,0,0,94,110,55,16,-39,16,39
260,1117,2070,43,chemia,sredni,0,0,12,20,15,8,3,8,3
312,1018,2028,26,slodycze,dyskont,0,0,31,65,80,34,49,34,49
672,1031,2065,28,slodycze,sredni,0,0,41,30,40,-11,-1,11,1
217,1111,2046,47,przekaski,maly,0,0,15,15,15,0,0,0,0
292,1050,2014,31,nabial,maly,1,0,34,30,35,-4,1,4,1
227,1111,2017,47,napoje,sredni,1,0,0,45,205,45,205,45,205
468,1033,2076,44,chemia,maly,0,0,8,10,10,2,2,2,2
50,1006,2005,47,przekaski,maly,0,0,46,15,15,-31,-31,31,31
153,1124,2071,13,slodycze,duzy,0,0,154,75,55,-79,-99,79,99
650,1068,2005,39,nabial,sredni,1,0,25,35,35,10,10,10,10
482,1089,2088,46,slodycze,duzy,0,0,47,30,30,-17,-17,17,17
293,1102,2048,21,slodycze,sredni,0,0,26,10,35,-16,9,16,9
516,1045,2069,14,nabial,maly,0,0,41,25,20,-16,-21,16,21
246,1107,2060,45,przekaski,sredni,0,0,16,30,30,14,14,14,14
297,1139,2047,36,nabial,duzy,0,0,77,85,65,8,-12,8,12
250,1011,2050,31,nabial,sredni,0,0,45,50,30,5,-15,5,15
839,1124,2081,4,napoje,maly,0,0,168,25,25,-143,-143,143,143
352,1073,2025,41,chemia,sredni,1,0,25,35,25,10,0,10,0
362,1094,2078,42,slodycze,sredni,0,0,0,50,50,50,50,50,50
661,1113,2067,33,przekaski,sredni,0,0,22,25,30,3,8,3,8
414,1102,2043,9,nabial,maly,1,0,20,20,35,0,15,0,15
464,1059,2086,9,chemia,dyskont,0,0,44,65,45,21,1,21,1
48,1082,2035,46,przekaski,maly,0,0,13,5,10,-8,-3,8,3
117,1058,2078,36,nabial,maly,1,0,24,25,35,1,11,1,11
202,1068,2041,7,chemia,dyskont,0,0,50,50,75,0,25,0,25
763,1125,2088,31,nabial,duzy,0,0,39,45,80,6,41,6,41
18,1132,2080,15,napoje,sredni,0,0,19,20,55,1,36,1,36
829,1135,2034,33,chemia,sredni,0,0,31,5,15,-26,-16,26,16
625,1125,2061,48,nabial,dyskont,0,0,45,120,95,75,50,75,50
325,1066,2074,26,slodycze,dyskont,0,0,95,60,95,-35,0,35,0
26,1001,2084,31,napoje,sredni,0,0,65,25,50,-40,-15,40,15
295,1139,2004,15,przekaski,sredni,0,0,24,40,35,16,11,16,11
817,1068,2033,48,napoje,maly,1,0,34,55,30,21,-4,21,4
418,1106,2088,13,slodycze,sredni,1,0,143,70,50,-73,-93,73,93
624,1026,2014,9,napoje,duzy,0,0,0,90,245,90,245,90,245
136,1108,2019,7,napoje,maly,1,0,252,40,35,-212,-217,212,217
609,1103,2065,36,przekaski,sredni,0,0,82,35,20,-47,-62,47,62
776,1052,2026,40,slodycze,sredni,0,0,28,30,35,2,7,2,7
762,1047,2051,42,nabial,maly,0,0,22,25,20,3,-2,3,2
481,1046,2087,21,chemia,sredni,0,0,39,35,25,-4,-14,4,14
28,1015,2032,52,nabial,sredni,0,0,25,25,30,0,5,0,5
718,1003,2009,10,slodycze,maly,0,0,38,20,20,-18,-18,18,18
439,1046,2034,8,chemia,sredni,0,0,11,25,20,14,9,14,9
643,1114,2018,42,slodycze,dyskont,0,1,41,60,65,19,24,19,24
29,1075,2003,18,przekaski,sredni,0,0,0,25,75,25,75,25,75
436,1011,2010,16,przekaski,maly,1,0,31,15,20,-16,-11,16,11
413,1134,2068,16,przekaski,sredni,0,0,10,45,35,35,25,35,25
629,1112,2089,44,napoje,maly,0,0,19,25,25,6,6,6,6
542,1064,2081,4,przekaski,dyskont,0,1,71,35,55,-36,-16,36,16
334,1032,2045,36,przekaski,duzy,1,0,36,45,60,9,24,9,24
78,1002,2087,3,przekaski,sredni,0,0,27,35,30,8,3,8,3
795,1113,2001,13,nabial,duzy,0,0,0,125,145,125,145,125,145
391,1060,2026,45,slodycze,sredni,1,0,24,55,30,31,6,31,6
258,1083,2038,43,chemia,dyskont,0,0,50,35,25,-15,-25,15,25
